id,name,category,year,parts,raw_price,mean_price
60295-1,Stunt Show Arena,City,2021,668,"['\n$60.00\n', '\n$99.99\n', '\n$68.23\n', '\n$60.00\n', '\n$99.99\n']",77.64
60294-1,Stunt Show Truck,City,2021,420,"['\n$48.79\n', '\n$69.99\n', '\n$70.00\n', '\n$48.79\n', '\n$69.99\n', '\n$70.00\n']",62.93
60255-1,Stunt Team,City,2020,62,"['\n$31.99\n', '\n$10.80\n', '\n$31.99\n', '\n$10.80\n']",21.4
60146-1,Stunt Truck,City,2017,91,"['\n$19.99\n', '\n$19.99\n']",19.99
66707-1,Stuntz Gift Set,City,2022,5,"['\n$7.99\n', '\n$28.00\n', '\n$7.99\n', '\n$28.00\n']",18
5005408-1,Summer Fun Kit,City,2017,0,[],0
66636-1,Super Pack 2 in 1,City,2020,0,[],0
66619-1,Super Pack 3-in-1,City,2019,0,[],0
60011-1,Surfer Rescue,City > Coast Guard,2013,32,"['\n$19.99\n', '\n$19.99\n']",19.99
60058-1,SUV with Watercraft,City,2014,219,[],0
5004461-1,Swamp Police and Crooks,City,2015,0,[],0
30311-1,Swamp Police Helicopter,City > Police,2015,51,"['\n$6.85\n', '\n$6.85\n']",6.85
60066-1,Swamp Police Starter Set,City > Police,2015,78,"['\n$44.99\n', '\n$44.99\n']",44.99
60069-1,Swamp Police Station,City > Police,2015,707,[],0
952106-1,Sweeper,City,2021,32,"['\n$2.39\n', '\n$2.39\n']",2.39
60152-1,Sweeper & Excavator,City > Construction,2017,299,[],0
7895-1,Switching Tracks for RC Trains,City > Trains,2006,8,"['\n$17.35\n', '\n$17.35\n']",17.35
60238-1,Switch Tracks,City > Trains,2018,8,"['\n$15.99\n', '\n$14.22\n', '\n$15.99\n', '\n$14.22\n']",15.1
60016-1,Tanker Truck,City > Traffic,2013,191,[],0
3180-1,Tank Truck,City > Traffic,2010,222,"['\n$84.29\n', '\n$84.29\n']",84.29
60340-1,The Blade Stunt Challenge,City,2022,154,"['\n$33.99\n', '\n$32.00\n', '\n$34.99\n', '\n$12.90\n', '\n$14.22\n', '\n$33.99\n', '\n$32.00\n', '\n$34.99\n', '\n$12.90\n', '\n$14.22\n']",25.62
60341-1,The Knockdown Stunt Challenge,City,2022,117,"['\n$33.99\n', '\n$49.43\n', '\n$34.99\n', '\n$14.22\n', '\n$33.99\n', '\n$49.43\n', '\n$34.99\n', '\n$14.22\n']",33.16
4204-1,The Mine,City > Construction,2012,748,[],0
4499574-1,Tic Tac Toe,City,2006,71,[],0
5642-1,Tipper Truck,City > Construction,2009,27,[],0
60126-1,Tire Escape,City > Police,2016,47,[],0
7281-1,T-Junction & Curved Road Plates,City,2005,2,"['\n$24.98\n', '\n$24.98\n']",24.98
60331-1,Touring Stunt Bike,City,2022,10,"['\n$7.97\n', '\n$7.99\n', '\n$9.00\n', '\n$7.97\n', '\n$7.99\n', '\n$9.00\n']",8.32
60292-1,Town Center,City,2021,791,"['\n$99.90\n', '\n$79.99\n', '\n$99.99\n', '\n$96.99\n', '\n$99.90\n', '\n$79.99\n', '\n$99.99\n', '\n$96.99\n']",94.22
7638-1,Tow Truck,City > Traffic,2009,129,[],0
60056-1,Tow Truck,City,2014,227,[],0
60137-1,Tow Truck Trouble,City > Police,2017,144,[],0
7848-1,Toys 'R' Us Truck,City > Traffic,2010,356,"['\n$198.00\n', '\n$198.00\n']",198
60205-1,Tracks,City > Trains,2018,20,"['\n$19.99\n', '\n$17.99\n', '\n$14.22\n', '\n$19.99\n', '\n$17.99\n', '\n$14.22\n']",17.4
7634-1,Tractor,City > Farm,2009,78,[],0
30353-1,Tractor,City > Construction,2017,47,[],0
60287-1,Tractor,City > Farm,2021,148,"['\n$19.97\n', '\n$19.99\n', '\n$19.80\n', '\n$19.97\n', '\n$19.99\n', '\n$19.80\n']",19.92
60079-1,Training Jet Transporter,City,2015,448,[],0
7997-1,Train Station,City > Trains,2007,387,[],0
60050-1,Train Station,City > Trains,2014,423,"['\n$219.98\n', '\n$219.98\n']",219.98
60335-1,Train Station,City,2022,907,"['\n$99.99\n', '\n$91.99\n ', '\n$99.99\n', '\n$119.00\n', '\n$99.99\n', '\n$91.99\n', '\n$99.99\n', '\n$119.00\n']",102.74
7567-1,Traveler,City > Traffic,2010,21,[],0
60258-1,Tuning Workshop,City,2020,897,"['\n$54.89\n', '\n$71.77\n', '\n$54.89\n', '\n$71.77\n']",63.33
K7744-1,Ultimate City Police Collection,City > Police,2008,0,[],0
K7906-1,Ultimate Firefighter Collection,City > Fire,2007,0,[],0
66559-1,Ultimate LEGO City Hero Pack,City,2017,0,[],0
60078-1,Utility Shuttle,City,2015,155,"['\n$34.71\n', '\n$34.71\n']",34.71
60117-1,Van & Caravan,City > Traffic,2016,250,"['\n$46.90\n', '\n$46.90\n']",46.9
66684-1,Vehicles Gift Set,City,2021,5,"['\n$49.54\n', '\n$49.54\n']",49.54
60122-1,Volcano Crawler,City,2016,324,[],0
60124-1,Volcano Exploration Base,City,2016,824,"['\n$229.99\n', '\n$229.99\n']",229.99
60121-1,Volcano Exploration Truck,City,2016,175,[],0
60125-1,Volcano Heavy-Lift Helicopter,City,2016,1277,[],0
30350-1,Volcano Jackhammer,City,2016,53,[],0
60120-1,Volcano Starter Set,City,2016,83,"['\n$15.85\n', '\n$15.85\n']",15.85
60123-1,Volcano Supply Helicopter,City,2016,330,"['\n$58.51\n', '\n$58.51\n']",58.51
60070-1,Water Plane Chase,City > Police,2015,263,[],0
60355-1,Water Police Detective Missions,City,2022,278,"['\n$29.99\n', '\n$39.99\n', '\n$21.33\n', '\n$29.99\n', '\n$39.99\n', '\n$21.33\n']",30.44
952207-1,Water Police Water Scooter,City,2022,25,"['\n$3.64\n', '\n$3.64\n']",3.64
60296-1,Wheelie Stunt Bike,City,2021,14,"['\n$7.95\n', '\n$7.99\n', '\n$6.32\n', '\n$7.95\n', '\n$7.99\n', '\n$6.32\n']",7.42
60353-1,Wild Animal Rescue Missions,City,2022,246,"['\n$34.98\n', '\n$39.99\n', '\n$21.33\n', '\n$34.98\n', '\n$39.99\n', '\n$21.33\n']",32.1
60300-1,Wildlife Rescue ATV,City,2021,74,"['\n$9.99\n', '\n$14.90\n', '\n$9.99\n', '\n$14.90\n']",12.44
60307-1,Wildlife Rescue Camp,City,2021,503,"['\n$90.90\n', '\n$84.99\n', '\n$99.99\n', '\n$159.00\n', '\n$90.90\n', '\n$84.99\n', '\n$99.99\n', '\n$159.00\n']",108.72
30570-1,Wildlife Rescue Hovercraft,City,2021,35,"['\n$7.43\n', '\n$5.00\n', '\n$7.43\n', '\n$5.00\n']",6.22
60301-1,Wildlife Rescue Off-Roader,City,2021,159,"['\n$32.38\n', '\n$49.99\n', '\n$89.00\n', '\n$32.38\n', '\n$49.99\n', '\n$89.00\n']",57.12
60302-1,Wildlife Rescue Operation,City,2021,525,"['\n$75.00\n', '\n$89.99\n', '\n$149.00\n', '\n$75.00\n', '\n$89.99\n', '\n$149.00\n']",104.66
60176-1,Wild River Escape,City > Police,2018,126,"['\n$18.99\n', '\n$18.99\n']",18.99
7747-1,Wind Turbine Transport,City > Traffic,2009,444,"['\n$157.68\n', '\n$157.68\n']",157.68
951702-1,Workman and Wheelbarrow,City > Construction,2017,14,['\n$4.47\n'],4.47
30510-1,90 Years of Cars,Classic,2022,71,"['\n$32.99\n', '\n$3.78\n', '\n$2.93\n', '\n$32.99\n', '\n$3.78\n', '\n$2.93\n']",13.23
11021-1,90 Years of Play,Classic,2022,1100,"['\n$36.99\n', '\n$49.99\n', '\n$37.50\n', '\n$36.99\n', '\n$49.99\n', '\n$37.50\n']",41.49
11015-1,Around The World,Classic,2021,950,"['\n$32.00\n', '\n$49.99\n', '\n$37.50\n', '\n$32.00\n', '\n$49.99\n', '\n$37.50\n']",39.83
11002-1,Basic Brick Set,Classic,2019,300,"['\n$8.58\n', '\n$11.35\n', '\n$8.58\n', '\n$11.35\n']",9.96
10714-1,Blue Baseplate,Classic,2018,1,"['\n$9.08\n', '\n$6.95\n', '\n$9.08\n', '\n$6.95\n']",8.02
11025-1,Blue Baseplate,Classic,2022,1,"['\n$7.97\n', '\n$7.99\n', '\n$6.39\n', '\n$7.97\n', '\n$7.99\n', '\n$6.39\n']",7.45
10706-1,Blue Creative Box,Classic,2017,78,"['\n$6.73\n', '\n$6.73\n']",6.73
11011-1,Bricks and Animals,Classic,2020,1500,"['\n$65.99\n', '\n$38.97\n', '\n$59.99\n', '\n$58.05\n', '\n$65.99\n', '\n$38.97\n', '\n$59.99\n', '\n$58.05\n']",55.75
11003-1,Bricks and Eyes,Classic,2019,451,"['\n$83.59\n', '\n$29.74\n', '\n$83.59\n', '\n$29.74\n']",56.67
11019-1,Bricks and Functions,Classic,2022,500,"['\n$28.99\n', '\n$25.57\n', '\n$29.99\n', '\n$24.88\n', '\n$28.99\n', '\n$25.57\n', '\n$29.99\n', '\n$24.88\n']",27.36
10712-1,Bricks and Gears,Classic,2018,244,['\n$28.90\n'],28.9
11001-1,Bricks and Ideas,Classic,2019,123,"['\n$10.00\n', '\n$7.89\n', '\n$10.00\n', '\n$7.89\n']",8.94
11009-1,Bricks and Lights,Classic,2020,441,"['\n$29.88\n', '\n$24.30\n', '\n$29.88\n', '\n$24.30\n']",27.09
10717-1,Bricks Bricks Bricks,Classic,2018,1500,"['\n$72.00\n', '\n$62.53\n', '\n$72.00\n', '\n$62.53\n']",67.26
11717-1,Bricks Bricks Plates,Classic,2020,1504,"['\n$79.97\n', '\n$46.99\n', '\n$69.99\n', '\n$79.33\n', '\n$79.97\n', '\n$46.99\n', '\n$69.99\n', '\n$79.33\n']",69.07
11020-1,Build Together,Classic,2022,1601,"['\n$99.99\n', '\n$96.54\n', '\n$99.99\n', '\n$96.54\n', '\n$99.99\n']",98.61
66554-1,Classic Quad Pack,Classic,2017,0,[],0
10704-1,Creative Box,Classic,2017,900,[],0
10692-1,Creative Bricks,Classic,2015,221,"['\n$16.99\n', '\n$14.87\n', '\n$16.99\n', '\n$14.87\n']",15.93
10703-1,Creative Builder Box,Classic,2017,502,[],0
10705-1,Creative Building Basket,Classic,2016,1000,[],0
10695-1,Creative Building Box,Classic,2015,580,[],0
11016-1,Creative Building Bricks,Classic,2021,1201,"['\n$79.00\n', '\n$44.99\n', '\n$49.99\n', '\n$63.96\n', '\n$79.00\n', '\n$44.99\n', '\n$49.99\n', '\n$63.96\n']",59.48
10702-1,Creative Building Set,Classic,2016,583,"['\n$26.99\n', '\n$26.99\n']",26.99
11005-1,Creative Fun,Classic,2019,900,"['\n$29.99\n', '\n$29.99\n']",29.99
11007-1,Creative Green Bricks,Classic,2020,60,"['\n$8.73\n', '\n$8.73\n']",8.73
11017-1,Creative Monsters,Classic,2022,140,"['\n$9.97\n', '\n$12.50\n', '\n$9.99\n', '\n$9.91\n', '\n$9.97\n', '\n$12.50\n', '\n$9.99\n', '\n$9.91\n']",10.59
11018-1,Creative Ocean Fun,Classic,2022,333,"['\n$17.99\n', '\n$19.99\n', '\n$14.22\n', '\n$17.99\n', '\n$19.99\n', '\n$14.22\n']",17.4
10713-1,Creative Suitcase,Classic,2018,218,"['\n$10.99\n', '\n$19.99\n', '\n$12.15\n', '\n$10.99\n', '\n$19.99\n', '\n$12.15\n']",14.38
10693-1,Creative Supplement,Classic,2015,303,"['\n$20.42\n', '\n$20.42\n']",20.42
10694-1,Creative Supplement Bright,Classic,2015,303,"['\n$17.85\n', '\n$17.85\n']",17.85
11012-1,Creative White Bricks,Classic,2021,60,"['\n$8.99\n', '\n$4.99\n', '\n$4.49\n', '\n$8.99\n', '\n$4.99\n', '\n$4.49\n']",6.16
10402-1,Fun Future,Classic,2018,186,"['\n$13.49\n', '\n$10.22\n', '\n$13.49\n', '\n$10.22\n']",11.86
10701-1,Gray Baseplate,Classic,2015,1,"['\n$12.95\n', '\n$12.95\n']",12.95
11024-1,Gray Baseplate,Classic,2022,1,"['\n$14.97\n', '\n$14.99\n', '\n$11.79\n', '\n$14.97\n', '\n$14.99\n', '\n$11.79\n']",13.92
10700-1,Green Baseplate,Classic,2015,1,"['\n$6.56\n', '\n$6.56\n']",6.56
11023-1,Green Baseplate,Classic,2022,1,"['\n$7.99\n', '\n$7.70\n', '\n$7.99\n', '\n$7.99\n', '\n$7.70\n']",7.87
10708-1,Green Creative Box,Classic,2017,66,[],0
66666-1,LEGO Masters Co-pack,Classic,2021,1,"['\n$34.97\n', '\n$50.00\n', '\n$34.97\n', '\n$50.00\n']",42.48
10696-1,Medium Creative Brick Box,Classic,2015,484,"['\n$34.99\n', '\n$26.99\n', '\n$34.99\n', '\n$26.99\n']",30.99
10405-1,Mission to Mars,Classic,2018,871,"['\n$79.99\n', '\n$52.11\n', '\n$79.99\n', '\n$52.11\n']",66.05
10404-1,Ocean's Bottom,Classic,2018,579,"['\n$119.99\n', '\n$34.69\n', '\n$119.99\n', '\n$34.69\n']",77.34
10709-1,Orange Creative Box,Classic,2017,60,"['\n$6.87\n', '\n$6.87\n']",6.87
10401-1,Rainbow Fun,Classic,2018,85,"['\n$7.26\n', '\n$7.26\n']",7.26
10707-1,Red Creative Box,Classic,2017,55,"['\n$7.33\n', '\n$7.33\n']",7.33
10699-1,Sand Baseplate,Classic,2015,1,"['\n$25.65\n', '\n$25.65\n']",25.65
11022-1,Space Mission,Classic,2022,1700,"['\n$89.99\n', '\n$69.99\n', '\n$99.16\n', '\n$80.32\n', '\n$89.99\n', '\n$69.99\n', '\n$99.16\n']",85.51
11010-1,White Baseplate,Classic,2020,1,"['\n$7.99\n', '\n$9.08\n ', '\n$6.54\n', '\n$7.99\n', '\n$9.08\n', '\n$6.54\n']",7.87
11026-1,White Baseplate,Classic,2022,1,"['\n$7.97\n', '\n$7.99\n', '\n$8.74\n', '\n$7.97\n', '\n$7.99\n', '\n$8.74\n']",8.23
11004-1,Windows of Creativity,Classic,2019,450,"['\n$44.95\n', '\n$131.41\n', '\n$44.95\n', '\n$131.41\n']",88.18
10403-1,World Fun,Classic,2018,295,"['\n$38.00\n', '\n$19.33\n', '\n$38.00\n', '\n$19.33\n']",28.66
10654-1,XL Creative Brick Box,Classic,2016,1600,[],0
10697-1,XXXL Box,Classic,2015,1500,[],0
5003836-1,3-in-1 Collection,Creator > Creator 3-in-1,2014,0,[],0
20014-1,4 x 4 Dynamo,Creator,2010,69,[],0
4496-2,50th Anniversary Tub,Creator,2005,1000,[],0
4175-1,Adventures with Max & Tina,Creator > Early Creator,2001,219,[],0
31037-1,Adventure Vehicles,Creator > Creator 3-in-1,2015,282,"['\n$24.79\n', '\n$24.79\n']",24.79
4019-1,Aeroplane,Creator > Early Creator,2001,17,[],0
31057-1,Air Blazer,Creator > Creator 3-in-1,2017,102,"['\n$10.80\n', '\n$10.80\n']",10.8
7807-1,Airliner,Creator,2009,34,[],0
7873-1,Airplane,Creator,2007,38,"['\n$6.94\n', '\n$6.94\n']",6.94
31060-1,Airshow Aces,Creator > Creator 3-in-1,2016,246,[],0
4121-1,All Kinds of Animals,Creator > Early Creator,2001,174,[],0
4115-1,All That Drives Bucket,Creator > Early Creator,2001,166,[],0
4116-1,Animal Adventures Bucket,Creator > Early Creator,2001,211,[],0
4408-1,Animals,Creator,2004,202,[],0
66706-1,Animals Bundle,Creator > Creator 3-in-1,2022,0,[],0
fruit1-1,Apple - Hong Kong Lego Show Promotional,Creator,2007,9,[],0
7271-1,Apple - Suntory Promotional,Creator,2005,9,[],0
5891-1,Apple Tree House,Creator > Creator 3-in-1,2010,539,"['\n$99.16\n', '\n$99.16\n']",99.16
31011-1,Aviation Adventures,Creator > Creator 3-in-1,2013,620,"['\n$88.26\n', '\n$88.26\n']",88.26
7875-1,Backhoe,Creator,2007,39,[],0
40108-1,Balloon Cart,Creator,2014,66,"['\n$32.39\n', '\n$32.39\n']",32.39
4996-1,Beach House,Creator > Creator 3-in-1,2008,522,"['\n$115.00\n', '\n$115.00\n']",115
31035-1,Beach Hut,Creator > Creator 3-in-1,2015,286,"['\n$43.95\n', '\n$43.95\n']",43.95
31063-1,Beachside Vacation,Creator > Creator 3-in-1,2017,275,"['\n$34.71\n', '\n$34.71\n']",34.71
30022-1,Bee,Creator,2011,23,[],0
40654-1,Beijing Postcard,Creator,2022,276,"['\n$99.90\n', '\n$94.95\n', '\n$14.99\n', '\n$19.62\n', '\n$99.90\n', '\n$94.95\n', '\n$14.99\n', '\n$19.62\n']",57.37
4425-1,Better Building More Fun,Creator,2004,2000,[],0
10253-1,Big Ben,Creator > Creator Expert,2016,4167,"['\n$810.00\n', '\n$810.00\n']",810
4955-1,Big Rig,Creator > Creator 3-in-1,2007,550,[],0
31026-1,Bike Shop & Cafe,Creator > Creator 3-in-1,2014,1023,"['\n$74.33\n', '\n$149.77\n', '\n$74.33\n', '\n$149.77\n']",112.05
7797-1,Bi-Plane,Creator,2008,37,"['\n$7.93\n', '\n$7.93\n']",7.93
30565-1,Birthday Clown,Creator,2021,59,"['\n$5.99\n', '\n$5.99\n']",5.99
4696-1,Blue Bucket,Creator,2004,200,[],0
4810-1,Blue Creator Bucket,Creator > Early Creator,2001,256,[],0
31054-1,Blue Express,Creator > Creator 3-in-1,2017,71,"['\n$24.90\n', '\n$24.90\n']",24.9
31039-1,Blue Power Jet,Creator > Creator 3-in-1,2015,608,"['\n$114.99\n', '\n$114.99\n']",114.99
31027-1,Blue Racer,Creator > Creator 3-in-1,2015,67,"['\n$4.00\n', '\n$5.99\n', '\n$4.00\n', '\n$5.99\n']",5
4411-1,Blue Strata XXL,Creator,2004,1201,[],0
4278-1,Blue Tub,Creator,2003,1000,[],0
4919-1,Blue Tub,Creator,2005,1500,[],0
10177-1,Boeing 787 Dreamliner,Creator > Creator Expert,2006,1197,[],0
66584-1,Bonus / Value Pack,Creator > Creator 3-in-1,2019,0,[],0
4781-1,Box of Bricks,Creator,2005,300,[],0
4782-1,Box of Bricks,Creator,2005,200,[],0
4780-1,Box of Bricks,Creator,2005,500,[],0
4421-1,Box of Bricks,Creator,2005,1000,[],0
4113-1,Brick Adventures Small Bucket,Creator > Early Creator,2002,124,[],0
20001-1,BrickMaster,Creator,2007,103,[],0
4548431-1,Brick Tub 'Die Lego Show' - Limited Edition,Creator,2008,701,[],0
7837-1,Build and Create,Creator > Early Creator,2002,600,[],0
4410-1,Build and Create,Creator,2004,500,[],0
4027-1,"Build and Imagine {canister, red top}",Creator,2003,100,[],0
4406-1,Buildings,Creator,2004,506,[],0
4118-1,"Buildings, Mansions and Shops",Creator > Early Creator,2001,364,[],0
4177-1,Building Stories w/NaNa Bird,Creator > Early Creator,2001,384,[],0
4029-1,Build with Bricks Bucket {Red Bucket},Creator,2003,500,[],0
4107-1,Build Your Dreams,Creator > Early Creator,2002,1000,[],0
7607-1,Butterfly,Creator,2006,29,[],0
7799-1,Cargo Chopper,Creator,2008,40,[],0
4995-1,Cargo Copter,Creator > Creator 3-in-1,2008,272,[],0
31029-1,Cargo Heli,Creator > Creator 3-in-1,2015,132,"['\n$9.09\n', '\n$9.09\n']",9.09
30574-1,Cat,Creator > Creator 3-in-1,2020,55,"['\n$18.95\n', '\n$3.96\n', '\n$18.95\n', '\n$3.96\n']",11.46
7876-1,Cement Mixer,Creator,2007,44,[],0
31038-1,Changing Seasons,Creator > Creator 3-in-1,2015,536,"['\n$100.00\n', '\n$100.00\n']",100
fruit2-1,Cherry - Hong Kong Lego Show Promotional,Creator,2007,12,[],0
7275-1,Cherry - Suntory Promotional,Creator,2005,12,[],0
31043-1,Chopper Transporter,Creator > Creator 3-in-1,2016,124,[],0
30025-1,Clown Fish,Creator,2011,59,"['\n$8.99\n', '\n$8.99\n']",8.99
40488-1,Coffee Cart,Creator,2021,149,"['\n$26.55\n', '\n$19.99\n', '\n$14.38\n', '\n$26.55\n', '\n$19.99\n']",21.49
30477-1,Colorful Chameleon,Creator,2017,53,"['\n$4.95\n', '\n$4.95\n']",4.95
31005-1,Construction Hauler,Creator > Creator 3-in-1,2013,256,[],0
31041-1,Construction Vehicles,Creator > Creator 3-in-1,2016,64,"['\n$9.09\n', '\n$9.09\n']",9.09
4939-1,Cool Cars,Creator > Creator 3-in-1,2007,206,[],0
5767-1,Cool Cruiser,Creator > Creator 3-in-1,2011,621,[],0
31050-1,Corner Deli,Creator > Creator 3-in-1,2016,467,"['\n$110.00\n', '\n$110.00\n']",110
4026-1,"Create Your Dreams {Canister, blue top}",Creator,2003,100,[],0
4400-1,Creations and Bricks {Red Tub},Creator,2003,705,[],0
4782-2,Creator 200 Piece Box of Bricks - Individual Retail Version,Creator,2005,200,[],0
66683-1,Creator 3in1 Bundle Pack,Creator > Creator 3-in-1,2021,0,"['\n$50.00\n', '\n$50.00\n']",50
5004190-1,Creator 3-in-1 Vehicles Collection,Creator > Creator 3-in-1,2014,0,[],0
KABCREAT-1,Creator 4-Pack,Creator > Early Creator,2001,0,[],0
4562-1,Creator Box,Creator,2004,200,[],0
7825-1,Creator Bucket,Creator > Early Creator,2002,500,[],0
K4103-1,Creator Bucket bundled with 4782 (TRU Exclusive),Creator > Early Creator,2005,0,[],0
4014-1,Creator Exclusive,Creator,2003,500,[],0
4518-1,Creator Set,Creator,2004,805,[],0
4279-1,CREATOR Strata Red {Red Tub},Creator,2003,1002,[],0
5369-1,Creator Tub,Creator,2005,700,[],0
20015-1,Crocodile,Creator,2010,89,[],0
31121-1,Crocodile,Creator > Creator 3-in-1,2021,454,"['\n$32.99\n', '\n$29.99\n', '\n$55.00\n', '\n$32.99\n', '\n$29.99\n', '\n$55.00\n']",39.33
31083-1,Cruising Adventures,Creator > Creator 3-in-1,2018,597,"['\n$64.99\n', '\n$65.00\n', '\n$64.99\n', '\n$65.00\n']",65
30188-1,Cute Kitten,Creator,2014,54,"['\n$6.56\n', '\n$6.56\n']",6.56
30542-1,Cute Pug,Creator > Creator 3-in-1,2018,68,"['\n$3.99\n', '\n$3.99\n']",3.99
31076-1,Daredevil Stunt Plane,Creator > Creator 3-in-1,2018,200,"['\n$24.99\n', '\n$24.78\n', '\n$24.99\n', '\n$24.78\n']",24.88
31088-1,Deep Sea Creatures,Creator > Creator 3-in-1,2019,230,"['\n$15.00\n', '\n$14.99\n', '\n$14.54\n', '\n$15.00\n', '\n$14.99\n', '\n$14.54\n']",14.84
31040-1,Desert Racers,Creator > Creator 3-in-1,2016,65,[],0
4911-1,Designer Set,Creator,2005,37,[],0
20003-1,Dinosaur,Creator,2008,102,[],0
11963-1,Dinosaur,Creator,2022,51,"['\n$3.41\n', '\n$3.41\n']",3.41
7608-1,Dolphin,Creator,2006,27,[],0
31128-1,Dolphin and Turtle,Creator > Creator 3-in-1,2022,137,"['\n$12.94\n', '\n$9.99\n', '\n$17.19\n', '\n$12.94\n', '\n$9.99\n', '\n$17.19\n']",13.37
31131-1,Downtown Noodle Shop,Creator > Creator 3-in-1,2022,569,"['\n$44.97\n', '\n$43.00\n', '\n$44.99\n', '\n$39.72\n', '\n$33.76\n', '\n$44.97\n', '\n$43.00\n', '\n$44.99\n', '\n$39.72\n', '\n$33.76\n']",41.29
11967-1,Dragon,Creator,2022,58,"['\n$299.95\n', '\n$299.95\n']",299.95
31071-1,Drone Explorer,Creator > Creator 3-in-1,2018,109,"['\n$15.95\n', '\n$9.87\n', '\n$15.95\n', '\n$9.87\n']",12.91
CREATOR-1,Dummy Set for 4562-1 - Creator Box,Creator,2004,167,[],0
7603-1,Dump Truck,Creator,2006,33,[],0
31087-1,Dune Buggy,Creator > Creator 3-in-1,2019,147,"['\n$15.99\n', '\n$9.91\n', '\n$15.99\n', '\n$9.91\n']",12.95
5763-1,Dune Hopper,Creator > Creator 3-in-1,2011,137,"['\n$23.50\n', '\n$23.50\n']",23.5
4412-1,Einfallsreiches Bauen [Imaginative Building],Creator,2004,200,[],0
10194-1,Emerald Night,Creator > Creator Expert,2009,1089,"['\n$792.37\n', '\n$792.37\n']",792.37
K10194-1,Emerald Night Collection,Creator > Creator Expert,2009,0,[],0
11965-1,Excavator,Creator,2022,48,[],0
31072-1,Extreme Engines,Creator > Creator 3-in-1,2018,109,"['\n$11.99\n', '\n$13.37\n', '\n$11.99\n', '\n$13.37\n']",12.68
31095-1,Fairground Carousel,Creator > Creator 3-in-1,2019,595,"['\n$59.99\n', '\n$55.08\n', '\n$59.99\n', '\n$55.08\n']",57.54
6754-1,Family Home,Creator > Creator 3-in-1,2009,978,[],0
31012-1,Family House,Creator > Creator 3-in-1,2013,756,"['\n$204.55\n', '\n$204.55\n']",204.55
K3451-1,Famous Planes Kit,Creator > Creator Expert,2002,0,[],0
4117-1,Fantastic Flyers & Cool Cars Bucket,Creator > Early Creator,2001,266,[],0
31125-1,Fantasy Forest Creatures,Creator > Creator 3-in-1,2022,175,"['\n$14.95\n', '\n$14.99\n', '\n$10.90\n', '\n$14.95\n', '\n$14.99\n ', '\n$10.90\n']",13.61
30187-1,Fast Car,Creator,2014,56,[],0
31046-1,Fast Car,Creator > Creator 3-in-1,2016,222,"['\n$35.00\n', '\n$35.00\n']",35
4953-1,Fast Flyers,Creator > Creator 3-in-1,2007,305,[],0
5868-1,Ferocious Creatures,Creator > Creator 3-in-1,2010,416,[],0
10248-1,Ferrari F40,Creator > Creator Expert,2015,1158,"['\n$293.54\n', '\n$320.00\n', '\n$293.54\n', '\n$320.00\n']",306.77
4957-1,Ferris Wheel,Creator > Creator 3-in-1,2007,1065,"['\n$293.54\n', '\n$293.54\n']",293.54
10247-1,Ferris Wheel,Creator > Creator Expert,2015,2464,"['\n$530.00\n', '\n$530.00\n']",530
31119-1,Ferris Wheel,Creator > Creator 3-in-1,2021,1002,"['\n$79.99\n', '\n$74.99\n', '\n$79.99\n', '\n$86.12\n', '\n$88.69\n', '\n$79.99\n', '\n$74.99\n', '\n$79.99\n', '\n$86.12\n', '\n$88.69\n']",81.96
77942-1,Fiat 500 - Bright Light Blue Version,Creator > Creator Expert,2021,960,"['\n$234.47\n', '\n$85.22\n', '\n$153.00\n', '\n$234.47\n', '\n$85.22\n', '\n$153.00\n']",157.56
4994-1,Fierce Creatures,Creator > Creator 3-in-1,2008,193,[],0
6751-1,Fiery Legend,Creator > Creator 3-in-1,2009,479,[],0
11943-1,Fire Ant,Creator,2020,25,"['\n$3.98\n', '\n$3.98\n']",3.98
31102-1,Fire Dragon,Creator > Creator 3-in-1,2020,234,"['\n$32.45\n', '\n$25.99\n', '\n$18.12\n', '\n$20.00\n', '\n$32.45\n', '\n$25.99\n', '\n$18.12\n', '\n$20.00\n']",24.14
6752-1,Fire Truck,Creator > Creator 3-in-1,2009,771,"['\n$158.67\n', '\n$158.67\n']",158.67
31122-1,Fish Tank,Creator > Creator 3-in-1,2021,352,"['\n$49.99\n', '\n$29.99\n', '\n$64.95\n', '\n$49.99\n', '\n$29.99\n', '\n$64.95\n']",48.31
40140-1,Flower Cart,Creator,2015,75,"['\n$14.87\n', '\n$14.87\n']",14.87
31019-1,Forest Animals,Creator > Creator 3-in-1,2014,272,"['\n$22.07\n', '\n$22.07\n']",22.07
11940-1,Fortress,Creator,2020,52,"['\n$5.41\n', '\n$5.41\n']",5.41
40221-1,Fountain,Creator,2016,105,"['\n$24.43\n', '\n$24.43\n']",24.43
7606-1,Frog,Creator,2006,33,[],0
11941-1,Frog,Creator,2020,56,"['\n$19.97\n', '\n$19.97\n']",19.97
KFruit-1,Fruit Set - Hong Kong Lego Show Promotional,Creator,2007,0,[],0
4023-1,Fun and Adventure,Creator,2003,55,[],0
4120-1,Fun and Cool Transportation,Creator > Early Creator,2001,608,[],0
66373-1,Fun Favor Pack,Creator,2010,0,[],0
4103-1,Fun with Bricks {small red bucket},Creator > Early Creator,2002,200,[],0
4496-3,Fun with Building Tub - Reissue,Creator,2006,806,[],0
