set_id,set_name_x,release_year,num_parts,num_figs,retail_price,num_unique_figs,set_rating,pop_price,category,return
70596,Samurai X Cave Chaos,2016,1255,8,257.73,7,4.8,180.33,Ninjago,0.69969
70601,Sky Shark,2016,222,2,57.96,1,4.7,50.36,Ninjago,0.86888
70602,Jay's Elemental Dragon,2016,350,2,80.52,2,4.9,70.59,Ninjago,0.87668
70603,Raid Zeppelin,2016,295,3,80.52,3,4.8,55.69,Ninjago,0.69163
70604,Tiger Widow Island,2016,450,5,128.85,3,4.8,81.32,Ninjago,0.63112
70605,Misfortune's Keep,2016,754,6,225.51,2,4.7,134.23,Ninjago,0.59523
75098,Assault on Hoth,2016,2144,15,708.81,11,4.8,431.81,Star Wars > Ultimate Collector Series,0.6092
75114,First Order Stormtrooper,2016,81,0,48.3,0,4.8,41.18,Star Wars,0.85259
75116,Finn,2016,98,0,64.4,0,4.5,35.51,Star Wars,0.5514
75117,Kylo Ren,2016,86,0,64.4,0,4.6,55.91,Star Wars,0.86817
75118,Captain Phasma,2016,82,0,64.4,0,4.6,35.62,Star Wars,0.55311
75119,Sergeant Jyn Erso,2016,104,0,64.4,0,4.3,40.88,Star Wars,0.63478
75120,K-2SO,2016,169,0,64.4,0,4.7,43.6,Star Wars,0.67702
75121,Imperial Death Trooper,2016,106,0,64.4,0,4.6,35.8,Star Wars,0.5559
75132,First Order Battle Pack,2016,88,4,38.63,2,4.6,26.68,Star Wars,0.69065
75133,Rebel Alliance Battle Pack,2016,101,4,38.63,4,4.7,30.55,Star Wars,0.79084
75134,Galactic Empire Battle Pack,2016,109,4,38.63,3,4.8,31.13,Star Wars,0.80585
75135,Obi-Wan's Jedi Interceptor,2016,215,2,64.4,1,4.9,54.39,Star Wars,0.84457
75136,Droid Escape Pod,2016,197,4,64.4,0,4.7,43.22,Star Wars,0.67112
75139,Battle on Takodana,2016,409,5,161.07,2,4.6,90.7,Star Wars,0.56311
75140,Resistance Troop Transporter,2016,646,4,193.29,4,4.7,113.54,Star Wars,0.58741
75141,Kanan's Speeder Bike,2016,234,3,64.4,0,4.8,39.79,Star Wars,0.61786
75142,Homing Spider Droid,2016,310,4,112.74,1,4.8,80.87,Star Wars,0.71731
75145,Eclipse Fighter,2016,363,2,112.74,1,4.7,56.01,Star Wars,0.49681
75147,StarScavenger,2016,558,4,161.07,3,4.7,85.61,Star Wars,0.53151
75148,Encounter on Jakku,2016,530,4,161.07,2,4.5,88.44,Star Wars,0.54908
75149,Resistance X-Wing Fighter,2016,742,4,257.73,1,4.7,136.66,Star Wars,0.53024
75150,Vader's TIE Advanced vs. A-Wing Starfighter,2016,702,4,257.73,3,4.7,147.44,Star Wars,0.57207
75152,Imperial Assault Hovertank,2016,385,3,96.62,2,4.8,54.24,Star Wars,0.56137
75153,AT-ST Walker,2016,449,3,128.85,3,4.7,74.72,Star Wars,0.5799
75154,TIE Striker,2016,543,4,193.29,2,4.4,105.41,Star Wars,0.54535
75155,Rebel U-Wing Fighter,2016,659,5,225.51,4,4.9,115.92,Star Wars,0.51403
75156,Krennic's Imperial Shuttle,2016,863,6,257.73,6,4.7,141.6,Star Wars,0.54941
75157,Captain Rex's AT-TE,2016,972,5,322.17,4,4.8,181.57,Star Wars,0.56358
75159,Death Star,2016,4024,27,1320.99,8,4.9,1603.57,Star Wars > Ultimate Collector Series,1.21392
75870,Chevrolet Corvette Z06,2016,176,1,41.86,1,4.9,56.32,Speed Champions,1.34544
75871,Ford Mustang GT,2016,188,1,41.86,1,4.9,44.51,Speed Champions,1.06331
75872,Audi R18 e-tron quattro,2016,169,1,41.86,1,4.7,47.95,Speed Champions,1.14548
75874,Chevrolet Camaro Drag Race,2016,448,3,96.62,3,4.7,93.66,Speed Champions,0.96936
75875,Ford F-150 Raptor & Ford Model A Hot Rod,2016,672,4,128.85,4,4.9,114.64,Speed Champions,0.88972
75876,Porsche 919 Hybrid and 917K Pit Lane,2016,743,5,225.51,5,4.7,132.07,Speed Champions,0.58565
76045,Kryptonite Interception,2016,307,3,96.62,2,4.8,54.66,Super Heroes DC > Justice League,0.56572
76050,Crossbones' Hazard Heist,2016,180,3,64.4,2,4.4,37.97,Super Heroes Marvel,0.5896
76051,Super Hero Airport Battle,2016,808,7,225.51,5,4.7,179.16,Super Heroes Marvel,0.79447
76053,Batman: Gotham City Cycle Chase,2016,224,3,64.4,2,4.3,38.93,Super Heroes DC > Batman,0.6045
76054,Batman: Scarecrow Harvest of Fear,2016,564,5,193.29,5,4.4,99.56,Super Heroes DC > Batman,0.51508
76055,Batman: Killer Croc Sewer Smash,2016,760,5,225.51,4,4.5,127.72,Super Heroes DC > Batman,0.56636
76057,Spider-Man: Web Warriors Ultimate Bridge Battle,2016,1093,7,322.17,5,4.8,176.82,Super Heroes Marvel > Spider-Man,0.54884
76058,Spider-Man: Ghost Rider Team-up,2016,218,3,64.4,2,4.8,40.37,Super Heroes Marvel > Spider-Man,0.62686
76059,Spider-Man: Doc Ock's Tentacle Trap,2016,447,5,144.96,4,4.5,77.08,Super Heroes Marvel > Spider-Man,0.53173
76060,Doctor Strange's Sanctum Sanctorum,2016,359,3,96.62,3,4.9,65.41,Super Heroes Marvel,0.67698
